ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,ip_proto
1767914340.728791,Cej93O3zOeDdT3st83,192.168.1.39,59774,8.8.8.8,53,udp,dns,0.039041,40,68,SF,T,F,0,Dd,1,68,1,96,,17
1767914340.728824,CTZwbf3aOCTusrR6Df,192.168.1.39,60128,8.8.8.8,53,udp,dns,0.038887,40,56,SF,T,F,0,Dd,1,68,1,84,,17
1767914340.871901,Cs4l5o3BdWtr86RAJl,192.168.1.39,37595,8.8.8.8,53,udp,dns,0.035524,40,68,SF,T,F,0,Dd,1,68,1,96,,17
1767914340.873043,CNYjm53E9heocKKzhd,192.168.1.39,55957,8.8.8.8,53,udp,dns,0.031857,40,56,SF,T,F,0,Dd,1,68,1,84,,17
1767914345.090392,CTqVdub29aOXXzfC8,192.168.1.39,47292,8.8.8.8,53,udp,dns,0.035197,48,64,SF,T,F,0,Dd,1,76,1,92,,17
1767914345.090408,CUKIJv1QtU80hnLLd8,192.168.1.39,57562,8.8.8.8,53,udp,dns,0.032971,48,76,SF,T,F,0,Dd,1,76,1,104,,17
1767914345.273545,CdpX6C18RvCtOQqrae,192.168.1.39,54171,8.8.8.8,53,udp,dns,0.033740,43,43,SF,T,F,0,Dd,1,71,1,71,,17
1767914345.307580,CGyBRA25T6HxOMChw4,192.168.1.39,58597,8.8.8.8,53,udp,dns,0.033651,41,41,SF,T,F,0,Dd,1,69,1,69,,17
1767914345.341503,C6LrY3enCLU136TJa,192.168.1.39,34106,8.8.8.8,53,udp,dns,0.030732,41,41,SF,T,F,0,Dd,1,69,1,69,,17
1767914345.372539,CAfBxfDsHNcTjWHkg,192.168.1.39,42941,8.8.8.8,53,udp,dns,0.037190,41,41,SF,T,F,0,Dd,1,69,1,69,,17
1767914345.409996,Ch1fH8T2KfTHYLxTk,192.168.1.39,35172,8.8.8.8,53,udp,dns,0.033345,90,178,SF,T,F,0,Dd,1,118,1,206,,17
1767914345.443649,C0oVI82podRWHp6k6l,192.168.1.39,49186,8.8.8.8,53,udp,dns,0.035446,90,154,SF,T,F,0,Dd,1,118,1,182,,17
1767914345.479446,CmbCRy3bipwsdHIJae,192.168.1.39,34200,8.8.8.8,53,udp,dns,0.034037,90,154,SF,T,F,0,Dd,1,118,1,182,,17
1767914345.513804,Cb1abt30JaCcuyCXge,192.168.1.39,37555,8.8.8.8,53,udp,dns,0.032312,90,154,SF,T,F,0,Dd,1,118,1,182,,17
1767914345.546381,CjVpap3dzb4RVGt289,192.168.1.39,53773,8.8.8.8,53,udp,dns,0.032406,90,154,SF,T,F,0,Dd,1,118,1,182,,17
1767914345.579075,C7IPPi4A9mAdbUgqvi,192.168.1.39,33871,8.8.8.8,53,udp,dns,0.034340,90,154,SF,T,F,0,Dd,1,118,1,182,,17
1767914345.613779,CLRcpykNLJLVx6x27,192.168.1.39,52193,8.8.8.8,53,udp,dns,0.034503,90,154,SF,T,F,0,Dd,1,118,1,182,,17
1767914351.217193,CAy854ajRdfCCm859,192.168.1.40,44630,192.168.1.39,22,tcp,,0.058601,0,33,SF,T,T,0,ShAFadfRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRR,227,9148,4,249,,6
1767914352.244714,ChRMBw4l8Lo3dtX3i7,192.168.1.40,52662,192.168.1.39,80,tcp,,0.000094,0,0,REJ,T,T,0,Sr,1,60,1,40,,6
1767914353.261653,CAWbIk2IR3MTpRpbHe,192.168.1.40,60920,192.168.1.39,443,tcp,,0.000096,0,0,REJ,T,T,0,Sr,1,60,1,40,,6
1767914340.804467,Cp2R8rYLhAbygdMmi,192.168.1.39,8384,192.168.1.41,51282,tcp,,32.866208,3669,793,SF,T,T,0,AaDdFf,8,4084,7,1157,,6
1767914355.416024,COM6jG2tC0wIOi7rQ1,192.168.1.41,36556,192.168.1.39,8384,tcp,http,18.254967,796,929,SF,T,T,0,ShADadfF,6,1116,5,1197,,6
1767914355.416070,Cl8va92CEZ6xyHK4nf,192.168.1.41,36570,192.168.1.39,8384,tcp,http,18.254975,798,1351,SF,T,T,0,ShADadfF,6,1118,5,1619,,6
1767914355.416093,CE0y2S1yOtUFPo3foa,192.168.1.41,36572,192.168.1.39,8384,tcp,http,18.254995,792,454,SF,T,T,0,ShADadfF,6,1112,5,722,,6
1767914369.517950,CKFe604KyYbYGgkOAh,192.168.1.39,51134,8.8.8.8,53,udp,dns,0.040643,36,103,SF,T,F,0,Dd,1,64,1,131,,17
1767914369.517966,CAg85K2jWWJulcQCv9,192.168.1.39,36356,8.8.8.8,53,udp,dns,0.040530,36,52,SF,T,F,0,Dd,1,64,1,80,,17
1767914345.126224,CKTaYZ21kNIdf2T4yg,192.168.1.39,51946,192.0.73.2,443,tcp,ssl,30.151068,2143,5822,SF,T,F,0,ShADadfF,21,3003,22,6714,,6
1767914386.432324,CRkQ4o2Y6ofUSfnRd7,192.168.1.40,55828,192.168.1.39,22,tcp,,0.024144,0,33,SF,T,T,0,ShAFadfRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRR,249,10028,4,249,,6
1767914387.470424,CeX1Fd1iRHwRQ9DjNh,192.168.1.40,53286,192.168.1.39,80,tcp,,0.000093,0,0,REJ,T,T,0,Sr,1,60,1,40,,6
1767914388.488418,CDovLg3Cir6qr9Yxck,192.168.1.40,49532,192.168.1.39,443,tcp,,0.000093,0,0,REJ,T,T,0,Sr,1,60,1,40,,6
1767914338.399832,Cxessi2qMfMwQ1yGEi,192.168.1.39,35769,239.255.255.250,1900,udp,,,,,S0,T,T,0,D,1,199,0,0,,17
1767914339.008586,C1BFDs1Pvtn4BEti2b,192.168.1.1,51066,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5712,0,0,,17
1767914339.928481,ClYpUE1OkDfrzIFXTj,192.168.1.1,35007,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767914341.156690,CuOark1ZcSAs4VBr83,192.168.1.1,60922,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5709,0,0,,17
1767914342.076634,CvvyOQ3ulaJ4p1mmKc,192.168.1.1,60751,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767914343.412492,CCy9i83upSQ29PsQe,192.168.1.1,38793,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5709,0,0,,17
1767914344.332543,CdW4dV1qdTjmwre8Ok,192.168.1.1,32887,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767914345.559873,C13TbXjU882WdAqbl,192.168.1.1,42659,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5711,0,0,,17
1767914346.482933,C41bkACiBsmifj6gc,192.168.1.1,39669,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767914376.896663,CPF2U41DsipS3gp1T8,fe80::7bb:73d7:8a01:76e1,5353,ff02::fb,5353,udp,dns,15.775404,5699,0,S0,T,F,0,D,8,6083,0,0,,17
1767914376.896534,C3A3WR19rh3unFW6da,192.168.1.34,5353,224.0.0.251,5353,udp,dns,15.775235,5699,0,S0,T,T,0,D,8,5923,0,0,,17
1767914347.712547,CyCD6r2aqSvi0vZW0h,192.168.1.1,38272,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5712,0,0,,17
1767914348.421052,CyP70Q3MrMeIf9xn9a,192.168.1.39,36877,239.255.255.250,1900,udp,,,,,S0,T,T,0,D,1,199,0,0,,17
1767914348.632474,CTefkOK9q3eQjpHc6,192.168.1.1,41565,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767914349.863714,CgpBHv3vXQTexrESgb,192.168.1.1,54704,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5706,0,0,,17
1767914350.783972,Crs8FQ1mzWpWt2sgT1,192.168.1.1,43435,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767914352.014113,C8Qcrs4fRPCI3o1XC9,192.168.1.1,34682,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5712,0,0,,17
1767914352.934160,CV9PMi2SaOzTn6lAVf,192.168.1.1,46700,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767914354.164525,CEbRt22GEPnkoubPn9,192.168.1.1,34443,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5712,0,0,,17
1767914355.084480,CMiEg42iZuQ4PW5X89,192.168.1.1,46208,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767914356.417549,CwlABu2BMaAfEvmez7,192.168.1.1,44863,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5709,0,0,,17
1767914338.408450,CkAu0rWXVPiB5CUA,192.168.1.39,0,239.255.255.250,0,unknown_transport,,18.012074,0,0,OTH,T,T,0,,4,128,0,0,,2
1767914357.337599,C8cQJM1NiCIunIF55c,192.168.1.1,50754,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767914348.420709,CA4GvA2xrU1KIhU3Sj,192.168.1.39,0,224.0.0.2,0,unknown_transport,,10.025607,0,0,OTH,T,T,0,,2,64,0,0,,2
1767914358.447077,CkfdnP2Cqt0BQtlzgc,192.168.1.39,56839,192.168.1.1,5351,udp,,,,,S0,T,T,0,D,1,40,0,0,,17
1767914358.452547,CqBgeB1dAwxZ4Y6Au6,192.168.1.39,56251,192.168.1.1,5351,udp,,,,,S0,T,T,0,D,1,40,0,0,,17
1767914358.454194,Cnv0fc2svdRTsYVdn,192.168.1.39,34792,192.168.1.1,5351,udp,,,,,S0,T,T,0,D,1,40,0,0,,17
1767914358.456840,C1dMxG3v37uKzRQGqb,192.168.1.39,51814,192.168.1.1,5351,udp,,,,,S0,T,T,0,D,1,40,0,0,,17
1767914358.459373,CCSnPNZuQ2JP8fVNk,192.168.1.39,53302,192.168.1.1,5351,udp,,,,,S0,T,T,0,D,1,40,0,0,,17
1767914358.469343,Co8kDd3bn4Jwvl0fp9,192.168.1.39,41764,192.168.1.1,5351,udp,,,,,S0,T,T,0,D,1,40,0,0,,17
1767914358.567913,C78Cmy34JZRGmUm9p4,192.168.1.1,44006,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5714,0,0,,17
1767914408.743447,ClGR1q2R8oAR69Dff,192.168.1.34,5353,224.0.0.251,5353,udp,dns,,,,S0,T,T,0,D,1,965,0,0,,17
1767914408.743714,CCLkct1KyhmkDHO7z7,fe80::7bb:73d7:8a01:76e1,5353,ff02::fb,5353,udp,dns,,,,S0,T,F,0,D,1,985,0,0,,17
1767914359.487997,C5rSYwZVQXaBd1a6a,192.168.1.1,53557,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767914358.471219,Cqpi4VyXkOJOnSZ08,192.168.1.39,53299,192.168.1.1,5351,udp,,1.751816,48,0,S0,T,T,0,D,4,160,0,0,,17
1767914360.228579,CbHHFW1yfjJkPbZfZ4,192.168.1.39,58082,192.168.1.1,5351,udp,,0.250633,24,0,S0,T,T,0,D,2,80,0,0,,17
1767914360.718356,CNUbJt4KxaFbId3Wub,192.168.1.1,50418,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5710,0,0,,17
1767914361.638413,C6299D3LxUr1jcCNxe,192.168.1.1,41732,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767914360.484411,C0SvCJ20rldGqsuM9i,192.168.1.39,46558,192.168.1.1,5351,udp,,1.752266,48,0,S0,T,T,0,D,4,160,0,0,,17
1767914362.242489,Cg5EcGI8g9WHuGgX1,192.168.1.39,52614,192.168.1.1,5351,udp,,0.250659,24,0,S0,T,T,0,D,2,80,0,0,,17
1767914358.451931,C3OguV3ULHCRDstRG6,192.168.1.1,3,192.168.1.39,3,icmp,,4.045901,400,0,OTH,T,T,0,,10,680,0,0,,1
1767914362.868666,CVCoVM1IuFM2elPBGc,192.168.1.1,55060,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5707,0,0,,17
1767914363.788583,CoNDyz1w4GEEgwDr6g,192.168.1.1,43619,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767914365.019177,CiRKJzK1vVmA10Dv7,192.168.1.1,52190,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5708,0,0,,17
1767914365.938988,Cv2jnVGlggY5Ur029,192.168.1.1,41209,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767914367.271800,CY3GlP1878NUwV22Ak,192.168.1.1,50320,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5708,0,0,,17
1767914368.191838,CQLSTG1FfGpVorX128,192.168.1.1,38312,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767914369.422208,Cas4fN2hgqucikg5i6,192.168.1.1,51491,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5709,0,0,,17
1767914370.342214,CxURRB2Yw8kk00Liwc,192.168.1.1,34680,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767914370.748836,C5vJrIGWT03Dzp2F8,fe80::6420:e3ff:fe93:5ffe,130,ff02::1,131,icmp,,,,,OTH,T,F,0,,1,76,0,0,,58
1767914371.572809,COLdQw2l5NdQqPwo8e,192.168.1.1,40714,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5707,0,0,,17
1767914372.492870,CIxrIs2jz83jCby9id,192.168.1.1,43120,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767914373.723221,C9WE1H1lqYoWmRp977,192.168.1.1,32805,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5707,0,0,,17
1767914374.643271,CjPfrf0qx3lBojUc2,192.168.1.1,41596,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767914375.972778,CWo2Qc2BqaRFCzBO09,192.168.1.1,59715,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5708,0,0,,17
1767914340.908462,C8tiyE4jEFEjE8uXCc,192.168.1.39,38820,34.120.177.193,443,tcp,ssl,90.264371,1861,4698,SF,T,F,0,ShADadFf,16,2701,13,5382,,6
1767914340.908484,C1Tzo23Q5utJjwS1l5,192.168.1.39,38814,34.120.177.193,443,tcp,ssl,90.265309,1728,6320,SF,T,F,0,ShADadFf,15,2516,12,6952,,6
1767914376.793470,C7uOxW2ZD2l0IfApP6,192.168.1.1,41221,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767914340.768799,CCUwRr4AeqSgxBV4Wa,192.168.1.39,38806,34.120.177.193,443,tcp,ssl,91.109947,2468,29173,SF,T,F,0,ShADadFf,28,3932,35,31001,,6
1767914369.558934,Ctnqb240YO9jrE6GS1,192.168.1.39,22000,192.0.2.42,3478,udp,,7.905175,288,0,S0,T,T,0,D,9,540,0,0,,17
1767914378.126154,C31jVwMFgsE355BRl,192.168.1.1,40488,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5715,0,0,,17
1767914378.647447,CrZqBk4PqNCoPpUWCd,fe80::6620:e3ff:fea3:5ffa,130,ff02::1,131,icmp,,,,,OTH,T,F,0,,1,72,0,0,,58
1767914415.548894,CgyGvR29qIYAHfrXT1,192.168.1.41,60278,192.168.1.39,8384,tcp,,18.127610,0,0,SF,T,T,0,ShAafF,5,268,4,216,,6
1767914415.545569,ChiA7CDLHRCV2ojPb,192.168.1.41,60264,192.168.1.39,8384,tcp,http,18.131207,798,1351,SF,T,T,0,ShADadfF,6,1118,5,1619,,6
1767914415.545678,CIuJjX3fwEkFsmAAzc,192.168.1.41,60270,192.168.1.39,8384,tcp,http,18.131161,796,929,SF,T,T,0,ShADadfF,6,1116,5,1197,,6
1767914355.415795,CRtttF4e6H0zPeXWoh,192.168.1.41,36544,192.168.1.39,8384,tcp,http,78.261083,2381,4562,SF,T,T,0,ShADadfF,15,3169,14,5298,,6
1767914379.046297,CaAPym1ADIsdXfFpj9,192.168.1.1,57901,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767914380.276682,CBaa9i4rjrNwpOpuXl,192.168.1.1,35875,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5715,0,0,,17
1767914381.196884,CS7ih82P9bOwGq0F33,192.168.1.1,48575,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767914382.529715,CFXRYU3s4X4Fqht8Uc,192.168.1.1,33825,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5712,0,0,,17
1767914383.449744,CrnZSW1evqrlULBjh,192.168.1.1,58793,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767914384.679043,CGqLLB4nkbwDnWBF4d,192.168.1.1,37940,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,4941,0,0,,17
1767914438.658306,C3eDLu4kuW1qLUmjHc,192.168.1.40,39552,192.168.1.39,22,tcp,,1.301569,0,0,RSTO,T,T,0,ShR,129,5180,2,120,,6
1767914385.598768,CbeWTi3q7i512Q3UI6,192.168.1.1,39865,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767914440.680274,CtsZNw2H43zSZIh6Cj,192.168.1.40,42580,192.168.1.39,80,tcp,,0.000192,0,0,REJ,T,T,0,Sr,1,60,1,40,,6
1767914441.741285,CW7ZrI3dLOzn6BwCL2,192.168.1.40,43190,192.168.1.39,443,tcp,,0.000156,0,0,REJ,T,T,0,Sr,1,60,1,40,,6
1767914386.829189,CtlWXe1fWYo0DYmQil,192.168.1.1,49012,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,4950,0,0,,17
1767914427.659927,CGQuum4scChQ9z4dR9,192.168.1.33,5353,224.0.0.251,5353,udp,dns,5.751824,1330,0,S0,T,T,0,D,8,1554,0,0,,17
1767914387.750300,Cfp9km3yLCVcnHwWTj,192.168.1.1,56748,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767914389.082018,CRDxkL2zGst167ROXb,192.168.1.1,50722,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,4946,0,0,,17
1767914389.900748,C3ULdN2OVpnjoeIe89,192.168.1.1,55170,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767914391.232660,CCuIvd3StJI5cyxdT7,192.168.1.1,50857,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,4947,0,0,,17
1767914392.051379,CmDJ3tO6ael8Pc0d3,192.168.1.1,39935,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767914393.383024,CEICilQsaK2nx2dS5,192.168.1.1,40395,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,4947,0,0,,17
1767914394.304149,C3iKdV3NGL4Tm0l6x7,192.168.1.1,47519,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767914395.533476,CzEXm63d220nTwhEf5,192.168.1.1,51637,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,4950,0,0,,17
1767914396.454351,Cau2PGr37yolUNvqd,192.168.1.1,55524,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767914427.073403,ClHTvW2QJ5rqcvMH87,fe80::7bb:73d7:8a01:76e1,5353,ff02::fb,5353,udp,dns,13.612305,2448,0,S0,T,F,0,D,11,2976,0,0,,17
1767914427.073237,CgorEe2KlMWJ0vtHI8,192.168.1.34,5353,224.0.0.251,5353,udp,dns,13.612137,1719,0,S0,T,T,0,D,7,1915,0,0,,17
1767914397.683657,COmqT22mriqtpH1ard,192.168.1.1,47558,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,4947,0,0,,17
1767914398.604779,CFIUTS2D83hXUkER3j,192.168.1.1,38155,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767914399.936468,CKY1231zdwzrW9oTva,192.168.1.1,54340,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,4942,0,0,,17
1767914400.755336,CXDHPt1L5yaidjSrm1,192.168.1.1,35960,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767914402.086864,CqT2zO3ndKQaVM4Ub2,192.168.1.1,36335,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,4945,0,0,,17
1767914403.007986,CGEdesyKCsXnSCkhd,192.168.1.1,57791,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767914404.237304,CQOrvL1mamLwdap2G6,192.168.1.1,54667,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,4946,0,0,,17
1767914405.158401,COwMya1YfCoTtmgoUb,192.168.1.1,33212,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767914406.490405,CgPirf1KrHa2dzuuF7,192.168.1.1,48720,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,4946,0,0,,17
1767914407.309030,CosGh7yIZ2mXrcmf9,192.168.1.1,51893,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767914408.640612,CbTIPNgYfYm3QMJC9,192.168.1.1,58642,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,4949,0,0,,17
1767914463.912031,CGkIH62PkxAYIy5Dc1,192.168.1.40,45818,192.168.1.39,22,tcp,,0.055240,0,33,SF,T,T,0,ShAFadfRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRR,243,9788,4,249,,6
1767914409.561787,CVIKx53QgP2Uugyxvb,192.168.1.1,34163,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767914464.958080,CQ8YhPDLSCCYuzvzf,192.168.1.40,44446,192.168.1.39,80,tcp,,0.000156,0,0,REJ,T,T,0,Sr,1,60,1,40,,6
1767914410.791119,Cqbj532HSHccXtDIQk,192.168.1.1,36367,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,4949,0,0,,17
1767914465.974852,C8uq4AYaxupRcA49h,192.168.1.40,34994,192.168.1.39,443,tcp,,0.000081,0,0,REJ,T,T,0,Sr,1,60,1,40,,6
1767914411.712257,CTePCx2zaizHMJkGK9,192.168.1.1,45066,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767914412.941539,CV1R3qbsvZYrwVGi5,192.168.1.1,60800,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,4946,0,0,,17
1767914413.862463,C2kfka2ajsnEfGvvX3,192.168.1.1,38536,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767914415.091725,CLOQrl1YzL8ZOXIX8i,192.168.1.1,47033,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,4944,0,0,,17
1767914416.012470,C47CS530G1WsCBmQuh,192.168.1.1,54674,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767914417.344502,Cel3iQ1Pee9GAAlJHj,192.168.1.1,37774,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,4949,0,0,,17
1767914418.163245,CYgSaN3Fjb90Tvccsl,192.168.1.1,35157,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767914419.492047,CmzPw9l6iKLcYiM4c,192.168.1.1,32886,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,4949,0,0,,17
1767914420.416254,Cq6qzR1u6hAR9ZH6A2,192.168.1.1,47135,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767914421.646613,CkgJ1hmwA0jQAb6n4,192.168.1.1,56017,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5711,0,0,,17
1767914422.566715,CA7uRr1LUmT4wEccaf,192.168.1.1,43211,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767914423.899463,CfXmNl3dpfXCRUYVN6,192.168.1.1,39564,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5709,0,0,,17
1767914424.819493,CFJveI3I9A2KWdWgde,192.168.1.1,37907,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767914426.049658,Cg4rSn32x1oFRxfSI6,192.168.1.1,52066,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5706,0,0,,17
1767914426.150516,CwzxFbTkdwAguunxa,fe80::6620:e3ff:fea3:5ffa,134,ff02::1,133,icmp,,,,,OTH,T,F,0,,1,168,0,0,,58
1767914426.969709,CeznU12nqaXLNksKVd,192.168.1.1,45302,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767914428.197014,CiuWRL1vvm0C2mMdtl,192.168.1.1,54498,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5716,0,0,,17
1767914429.120126,Cd2WUq18hL2Rlm8j46,192.168.1.1,48226,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767914430.452543,C4P6HK1GcyMlmTR80d,192.168.1.1,48212,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5716,0,0,,17
1767914370.648458,CPkQUg4ImXPyGZuOBg,0.0.0.0,0,224.0.0.1,0,unknown_transport,,60.007529,0,0,OTH,T,T,0,,3,104,0,0,,2
1767914430.758591,CaBfb83sqHajMCY5u8,fe80::6420:e3ff:fe93:5ffe,130,ff02::1,131,icmp,,,,,OTH,T,F,0,,1,76,0,0,,58
1767914370.736450,Ckxhxr3K5tbbCXNTug,192.168.1.39,0,224.0.0.251,0,unknown_transport,,60.467990,0,0,OTH,T,T,0,,3,96,0,0,,2
1767914431.271147,Cm30ez1U5c5WN176Q4,192.168.1.1,42476,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767914432.603526,CVUziN3yzfMlI3raRi,192.168.1.1,60411,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5710,0,0,,17
1767914433.625897,CgG9qo2MEZXop1NBeh,192.168.1.1,38734,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767914434.856314,CPheeq3zRESpmywNCi,192.168.1.1,60733,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5708,0,0,,17
1767914435.773099,CBcTGB1aqbUjLhu2Z3,192.168.1.1,50860,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767914437.006508,C2TDxJ1W7YMDNnPT1h,192.168.1.1,60293,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5706,0,0,,17
1767914437.926544,C5CngB3ngNThXZKeE7,192.168.1.1,40052,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767914475.594625,Cs8p9k46dqUKI3TZNa,192.168.1.41,36278,192.168.1.39,8384,tcp,,18.090503,0,0,SF,T,T,0,ShAafF,5,268,4,216,,6
1767914475.581266,CNDnBo484s6EOepCpi,192.168.1.41,36260,192.168.1.39,8384,tcp,http,18.104188,798,1351,SF,T,T,0,ShADadfF,6,1118,5,1619,,6
