ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,ip_proto
1767919451.365965,Chs7V64t9UYxLjeoNj,192.168.1.41,48840,192.168.1.39,8384,tcp,http,23.316689,798,1355,SF,T,T,0,ShADadfF,6,1118,5,1623,,6
1767919451.365879,CoSxHK1Z9osZNrQwE4,192.168.1.41,48838,192.168.1.39,8384,tcp,http,23.317111,792,454,SF,T,T,0,ShADadfF,6,1112,5,722,,6
1767919391.249733,CCztKVx9ieKejWGv6,192.168.1.41,60510,192.168.1.39,8384,tcp,http,83.433314,1589,4108,SF,T,T,0,ShADadfF,13,2273,13,4792,,6
1767919451.364312,CvUW5g31QUkSAScYRe,192.168.1.41,48816,192.168.1.39,8384,tcp,http,23.318780,796,929,SF,T,T,0,ShADadfF,6,1116,5,1197,,6
1767919420.219335,CT2XORcGeZ6YbsmC9,192.168.1.1,46472,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5717,0,0,,17
1767919421.139298,Cdpfxb4sOqw2cMY5pl,192.168.1.1,53246,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767919422.369734,CywAKk4noTRT45fiIk,192.168.1.1,55386,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5717,0,0,,17
1767919423.289752,CMf7qE1RdrBqNv0qed,192.168.1.1,38033,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767919424.622738,Cldg1J3yFLkK4IWrnf,192.168.1.1,54854,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5719,0,0,,17
1767919425.543037,CEKqXp2kBV8f9Ygrk5,192.168.1.1,34719,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767919426.773132,CuozaX303bWn4Br8d4,192.168.1.1,50111,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5719,0,0,,17
1767919427.693195,CdD8nB1cfZJh0uAhu2,192.168.1.1,45677,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767919429.025951,CnBqrD3EjYNFYcn2J5,192.168.1.1,48222,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5720,0,0,,17
1767919429.945998,CimNGX2PF3rRUETzvc,192.168.1.1,52461,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767919431.176315,Cl0JCM1GY65IpwAlah,192.168.1.1,42798,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5719,0,0,,17
1767919432.093247,CFC9Ny4hL39LYK4mj9,192.168.1.1,54947,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767919433.326789,Cn2v1L9O8HmoY9C12,192.168.1.1,39024,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5719,0,0,,17
1767919434.246612,CJFQqP1geBdSqZJled,192.168.1.1,48210,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767919435.579366,CHcrCb3AeKXO2mKuYf,192.168.1.1,41978,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5719,0,0,,17
1767919436.496319,C4UxyC3t1zaZHro0Pi,192.168.1.1,49711,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767919437.832189,CdtkMl3zwnqcP1G3c4,192.168.1.1,39362,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5722,0,0,,17
1767919438.752205,CK1cV7NrsxIq1rSAg,192.168.1.1,56543,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767919439.982810,CFk3hn4aZOHoMbQB4a,192.168.1.1,45270,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5724,0,0,,17
1767919440.903047,Cpvr5d1jNfh1lpmiEe,192.168.1.1,42121,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767919442.133220,C2upqx1EfY8SIcqr2i,192.168.1.1,35742,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5718,0,0,,17
1767919482.789997,CbrMKd2FPV66G72rsh,192.168.1.38,5353,224.0.0.251,5353,udp,dns,2.835958,1082,0,S0,T,T,0,D,9,1334,0,0,,17
1767919482.810278,CExnl34Ltkd1Nmuz9b,fe80::3003:f7ff:feeb:d174,5353,ff02::fb,5353,udp,dns,2.815788,1082,0,S0,T,F,0,D,9,1514,0,0,,17
1767919443.053280,CqYKoH3Ed8sVFbz5o4,192.168.1.1,54304,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767919444.385998,CqnNP6fif3EelAGkg,192.168.1.1,46944,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5719,0,0,,17
1767919484.389039,CoMXMk2zHmWlJ1Y4c5,192.168.1.34,5353,224.0.0.251,5353,udp,dns,1.291145,2683,0,S0,T,T,0,D,8,2907,0,0,,17
1767919484.389388,CchFa44wmfaneO43Id,fe80::7bb:73d7:8a01:76e1,5353,ff02::fb,5353,udp,dns,1.301774,3148,0,S0,T,F,0,D,9,3580,0,0,,17
1767919484.393850,CZkTaS3uYePYfh9RC4,192.168.1.33,5353,224.0.0.251,5353,udp,dns,1.233843,1760,0,S0,T,T,0,D,5,1900,0,0,,17
1767919445.306045,CHFOAn4GtRKgUv0Kie,192.168.1.1,48194,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767919446.536472,Cgaxed3nl8DvPgY0r1,192.168.1.1,37196,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5722,0,0,,17
1767919447.456483,C3yQfa3ys6ye3QCJma,192.168.1.1,50791,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767919448.686841,CW6vwH1uKniuyQ1Nbe,192.168.1.1,53747,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5722,0,0,,17
1767919449.606890,CdU1t72t7KwItmHC,192.168.1.1,42575,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767919450.939661,CI8LKQ1pIBHtzVT9ai,192.168.1.1,37471,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5720,0,0,,17
1767919451.859663,Cj5twn3TqpJigYEl58,192.168.1.1,40024,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767919453.189201,Ckliqy2O4rsELVspTh,192.168.1.1,58271,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5720,0,0,,17
1767919454.109195,Cnbd8T268hKGuUSZUc,192.168.1.1,41197,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767919509.232968,CUK9Pf4UbdpEUcneMc,192.168.1.40,50952,192.168.1.39,22,tcp,,0.043260,0,33,SF,T,T,0,ShAFadfRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRR,305,12268,5,301,,6
1767919505.188561,CiE5gi1F2rtPUkP0r9,192.168.1.38,5353,224.0.0.251,5353,udp,dns,0.398390,510,0,S0,T,T,0,D,3,594,0,0,,17
1767919505.191349,Cod7Ab3B59AMVE9JZ3,fe80::3003:f7ff:feeb:d174,5353,ff02::fb,5353,udp,dns,0.398013,510,0,S0,T,F,0,D,3,654,0,0,,17
1767919510.257037,C8Fmv9QHu0NRmuho5,192.168.1.40,37118,192.168.1.39,80,tcp,,0.000157,0,0,REJ,T,T,0,Sr,1,60,1,40,,6
1767919455.342632,CN4bec1nlkOmVBqvuk,192.168.1.1,44775,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5717,0,0,,17
1767919505.591223,C37RoV1asPa9dRjmDd,192.168.1.33,5353,224.0.0.251,5353,udp,dns,0.000688,707,0,S0,T,T,0,D,2,763,0,0,,17
1767919505.594774,C4hLtlwC1tRYD1yG8,192.168.1.34,5353,224.0.0.251,5353,udp,dns,0.002765,1137,0,S0,T,T,0,D,3,1221,0,0,,17
1767919505.608326,Cc0MUk44zUSQ0xdPnf,fe80::7bb:73d7:8a01:76e1,5353,ff02::fb,5353,udp,dns,0.002813,1173,0,S0,T,F,0,D,3,1317,0,0,,17
1767919456.262688,CtvbvoGP8mNJOmLj,192.168.1.1,35450,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767919511.278986,CSpj1S1lnYGiaKGlqf,192.168.1.40,45348,192.168.1.39,443,tcp,,0.000106,0,0,REJ,T,T,0,Sr,1,60,1,40,,6
1767919457.595351,CEHwLo3rvUWhJ7LcVb,192.168.1.1,60294,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5719,0,0,,17
1767919458.412580,Cw70G5UHdS1l7LD02,192.168.1.1,49766,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767919459.746100,CJapbc4xYA5Hz0txB9,192.168.1.1,44460,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5719,0,0,,17
1767919460.666095,CslX8c4fA236bYgUK9,192.168.1.1,34530,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767919461.896492,CNPsaVZ8QqzfNRgfk,192.168.1.1,50978,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5719,0,0,,17
1767919462.816504,CldJok2YNaS0pZczp5,192.168.1.1,34583,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767919464.148656,CoRlzq2hWn8VmcLRml,192.168.1.1,51389,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5720,0,0,,17
1767919465.068579,C6JN2Z3dJ8JASx2pHk,192.168.1.1,38421,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767919466.398975,CxwFDh477xtEMj0AKj,192.168.1.1,34131,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5723,0,0,,17
1767919458.720539,CCFHQ94iDkUV8v5ca8,fe80::6620:e3ff:fea3:5ffa,134,ff02::1,133,icmp,,8.293655,240,0,OTH,T,F,0,,2,336,0,0,,58
1767919467.220535,Cd8sZkwK8ydRxY6Q1,192.168.1.1,44610,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767919468.552300,C0vk5i4VJciCC5sMHk,192.168.1.1,35079,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5719,0,0,,17
1767919518.940475,CGlGy31Fpl2kaew1uk,192.168.1.33,5353,224.0.0.251,5353,udp,dns,0.001968,833,0,S0,T,T,0,D,6,1001,0,0,,17
1767919469.472344,CoNJ2L3ycE4CZvIzd,192.168.1.1,33809,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767919470.702695,CpjsA7431PBG1PP92,192.168.1.1,46055,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5718,0,0,,17
1767919470.902776,ClMieoIpoWp0xVzRg,fe80::6420:e3ff:fe93:5ffe,130,ff02::1,131,icmp,,,,,OTH,T,F,0,,1,76,0,0,,58
1767919468.199716,CC6INU35M21R0LpRbe,192.168.1.41,50408,239.255.255.250,1900,udp,,2.997293,692,0,S0,T,T,0,D,4,804,0,0,,17
1767919471.622735,CoLy8J1CglpIOKySgk,192.168.1.1,44036,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767919472.853346,C5sWQI19gJ4ZZm1ytd,192.168.1.1,32873,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5724,0,0,,17
1767919473.773366,CIOKAE3IoIZu0CIkRb,192.168.1.1,58194,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767919475.106118,Cwqv5w4sySlmPZGiXh,192.168.1.1,49370,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5724,0,0,,17
1767919475.923770,CdsVIV3GdZK7usdUhb,192.168.1.1,47652,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767919477.256565,CAEJxA4KAKtzQGFhE,192.168.1.1,35561,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5721,0,0,,17
1767919478.176555,ClrPOa4G6X9PC5Jjw2,192.168.1.1,34284,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767919479.406974,Cr8z1D3MwALeTJ6XQ6,192.168.1.1,53211,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5724,0,0,,17
1767919451.365525,CRTEJ8Tc6qcyl0X8,192.168.1.41,48824,192.168.1.39,8384,tcp,http,83.341852,1589,4108,SF,T,T,0,ShADadfF,13,2273,13,4792,,6
1767919511.418110,CT3e1r4EUmeEGt4H1e,192.168.1.41,58890,192.168.1.39,8384,tcp,http,23.289586,796,929,SF,T,T,0,ShADadfF,6,1116,5,1197,,6
1767919511.417878,CppSjz1KNdLkZvssbb,192.168.1.41,58860,192.168.1.39,8384,tcp,http,23.289873,798,1355,SF,T,T,0,ShADadfF,6,1118,5,1623,,6
1767919511.418044,CR2Rjd17peqmht4W92,192.168.1.41,58874,192.168.1.39,8384,tcp,http,23.289750,792,454,SF,T,T,0,ShADadfF,6,1112,5,722,,6
1767919480.326922,CQiiPm2lPTXsGOztC5,192.168.1.1,42044,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767919481.659766,C8sVK8GaQfBdsnmD2,192.168.1.1,49860,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5723,0,0,,17
1767919482.476513,C5OUVv4fe2NlAfBNEh,192.168.1.1,59658,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767919483.296484,Cq6hFH2Hy6uTl4hYC9,192.168.1.38,43755,255.255.255.255,1716,udp,,,,,S0,T,T,0,D,1,1788,0,0,,17
1767919538.406703,Csznuy1pjFxdhtiISg,192.168.1.40,41568,192.168.1.39,22,tcp,,0.059463,0,33,SF,T,T,0,ShAFadfRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRR,243,9776,4,249,,6
1767919483.809962,CJoTHx2r0e491MqALg,192.168.1.1,38286,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5721,0,0,,17
1767919539.450619,C16JRj2lYn0COGw6Tf,192.168.1.40,46168,192.168.1.39,80,tcp,,0.000087,0,0,REJ,T,T,0,Sr,1,60,1,40,,6
1767919484.729977,C4KNoE4miiofmnRcj8,192.168.1.1,41952,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767919540.463598,CS56wN2d7SGStxMiX5,192.168.1.40,45826,192.168.1.39,443,tcp,,0.000071,0,0,REJ,T,T,0,Sr,1,60,1,40,,6
1767919485.960358,CAKUFI1fFFjxO5K2W8,192.168.1.1,37876,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5727,0,0,,17
1767919486.880414,Ck5pvp4HVcG9BRg8hl,192.168.1.1,45273,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767919488.110790,CodiFV21wGBoSg1o89,192.168.1.1,35649,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5727,0,0,,17
1767919489.031025,CUcZS22yYJHVsK6GY9,192.168.1.1,54879,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767919490.363822,CBuhIi4vtuS82elDgk,192.168.1.1,33052,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5724,0,0,,17
1767919491.283800,CSYihT1D1ahNio84Mc,192.168.1.1,52744,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767919492.514219,CbhFhU2v5IxYrG8JCi,192.168.1.1,56705,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5722,0,0,,17
1767919493.434291,CfaLPS14PBMyDvg0A,192.168.1.1,37210,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767919494.664647,CpQEx71X90htUquP9a,192.168.1.1,42612,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5721,0,0,,17
1767919495.584670,CaJ5az1RrQx3TO031j,192.168.1.1,45919,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767919496.815096,CycnbF2qQbHKvLrqz3,192.168.1.1,36460,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5719,0,0,,17
1767919497.734688,CVWob81bF4dB4snV1l,192.168.1.1,38513,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767919547.990197,CdAGHO3KVrC2SWvGQi,192.168.1.33,5353,224.0.0.251,5353,udp,dns,1.022967,1964,0,S0,T,T,0,D,6,2132,0,0,,17
1767919498.965249,CR4yYnj97W5wtAsA4,192.168.1.1,40777,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5720,0,0,,17
1767919499.885267,C743A1rse1cBzKmg9,192.168.1.1,33791,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767919501.216439,CNhG2ibRKXhE3qEXh,192.168.1.1,45980,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5720,0,0,,17
1767919502.138064,CrS8Op4FHJ5uWBdTDk,192.168.1.1,56776,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767919503.368639,CXOGFTe4RtZ8R4l36,192.168.1.1,47052,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5721,0,0,,17
1767919504.288552,Cnzahx1Cmm4fPWFEN9,192.168.1.1,34892,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767919505.519049,CPE7iv3af6aZPW1YN4,192.168.1.1,44960,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5720,0,0,,17
1767919506.438240,Ca2L6FqZ0HqcShRYa,192.168.1.1,52919,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767919507.771914,CYuFRp3H4z3s6ZDPI3,192.168.1.1,51732,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5732,0,0,,17
1767919508.589587,CPQEHO108i9TqLyzEj,192.168.1.1,37055,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767919509.922287,CbZzb634jlumejhsj,192.168.1.1,56953,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5726,0,0,,17
1767919510.842278,CgVibW8vtLhTnQb34,192.168.1.1,57078,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767919512.072651,CjxqBr44QVGtwz9nm,192.168.1.1,33597,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5727,0,0,,17
1767919512.992488,CCCWEO3bDZm8i7W0Z,192.168.1.1,37934,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767919564.274369,CfM2sW22ylaGq5UCxl,192.168.1.33,5353,224.0.0.251,5353,udp,dns,1.021233,1414,0,S0,T,T,0,D,4,1526,0,0,,17
1767919564.314890,Ci2BBX3jm5PrNwKYwi,192.168.1.34,5353,224.0.0.251,5353,udp,dns,1.026787,2274,0,S0,T,T,0,D,6,2442,0,0,,17
1767919564.328838,CiYRDf43LrOHoCMi4k,fe80::7bb:73d7:8a01:76e1,5353,ff02::fb,5353,udp,dns,1.022871,2346,0,S0,T,F,0,D,6,2634,0,0,,17
1767919514.427695,CkuwReD4ofOSxBU77,192.168.1.1,38282,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5727,0,0,,17
1767919515.243813,CtRzvm11yd6HL2egl3,192.168.1.1,42677,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767919556.182038,CS2P3A45hHdLTwT3c2,fe80::34b1:aeff:fe84:3fea,5353,ff02::fb,5353,udp,dns,7.059790,1992,0,S0,T,F,0,D,7,2328,0,0,,17
1767919556.181798,CwqWUx4zMA6XPTpZvl,192.168.1.37,5353,224.0.0.251,5353,udp,dns,7.059779,1992,0,S0,T,T,0,D,7,2188,0,0,,17
1767919516.578109,CABpCb1DobNVL6DoOa,192.168.1.1,36533,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5722,0,0,,17
1767919517.395741,CNxAD3OhhUbhWq4Ra,192.168.1.1,51827,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767919518.728685,CNfC7Vr4uDgw4IcKa,192.168.1.1,50707,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5722,0,0,,17
1767919519.648568,CfALFy1VPsfU7sg5Ci,192.168.1.1,42916,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767919520.879124,CiQqTn4ah91GDBJ7b,192.168.1.1,37625,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5725,0,0,,17
1767919521.696680,C0Prm73fb9HAlpyt33,fe80::6620:e3ff:fea3:5ffa,130,ff02::1,131,icmp,,,,,OTH,T,F,0,,1,72,0,0,,58
1767919521.900567,CbJpjs4RnZ9sMxh7Ua,192.168.1.1,50790,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767919470.892433,CbzXJr4Hi5qGOzgege,192.168.1.39,0,224.0.0.251,0,unknown_transport,,51.512024,0,0,OTH,T,T,0,,2,64,0,0,,2
1767919522.931724,CJPkNg2fBbSDwMDG5e,192.168.1.1,57635,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5723,0,0,,17
1767919563.106350,CjubJF4igdiQFdr9ej,192.168.1.38,5353,224.0.0.251,5353,udp,dns,2.170155,1005,0,S0,T,T,0,D,8,1229,0,0,,17
1767919563.106542,Ce1JIn2ag9zUuXLFDd,fe80::3003:f7ff:feeb:d174,5353,ff02::fb,5353,udp,dns,2.173337,1005,0,S0,T,F,0,D,8,1389,0,0,,17
1767919523.948579,CufSYf1irhoAZlrB3e,192.168.1.1,33299,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767919525.082129,C4gEPB1LlOI4inype9,192.168.1.1,37779,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5723,0,0,,17
1767919526.199231,CW88va4i9uNXBkTHH,192.168.1.1,60300,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767919527.330344,CDhZsJ1SnGBJEX5Wa6,192.168.1.1,50994,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5723,0,0,,17
1767919577.698284,CCOr2c3Bvzads31kch,192.168.1.41,5353,224.0.0.251,5353,udp,dns,,,,S0,T,T,0,D,1,296,0,0,,17
1767919528.250190,CYwHyF3ToMG45CpOU9,192.168.1.1,57613,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767919529.480549,CugGII1Peh4aDA1EL6,192.168.1.1,57922,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5719,0,0,,17
1767919584.618318,CRENiU12iWSRhaibRh,192.168.1.40,49216,192.168.1.39,22,tcp,,0.061092,0,33,SF,T,T,0,ShAFadfRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRRR,238,9588,4,249,,6
1767919530.502987,CHBrM641fcFZ6CeBYg,192.168.1.1,56896,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767919585.641354,C1asXZ1ISpIv1E42kj,192.168.1.40,50118,192.168.1.39,80,tcp,,0.000095,0,0,REJ,T,T,0,Sr,1,60,1,40,,6
1767919531.635645,CXMXKj2eeNvAuD8uEj,192.168.1.1,44394,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5722,0,0,,17
1767919531.635745,CMXWr718rXUP2fE3Nd,192.168.1.34,0,224.0.0.251,0,unknown_transport,,,,,OTH,T,T,0,,1,32,0,0,,2
1767919586.659339,Cn8zQ12DqedGGoMWH7,192.168.1.40,52752,192.168.1.39,443,tcp,,0.000094,0,0,REJ,T,T,0,Sr,1,60,1,40,,6
1767919532.550981,C5E3yg40Zzf4VGFQd3,192.168.1.1,40902,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767919533.884009,Cc7pD42kkOFFu68bVa,192.168.1.1,53391,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5723,0,0,,17
1767919534.800893,CVCVsU3ZCp9yAhUgu1,192.168.1.1,55354,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767919584.905669,CLnhnt2PmJsFCNZHG3,192.168.1.38,5353,224.0.0.251,5353,udp,dns,0.373315,510,0,S0,T,T,0,D,3,594,0,0,,17
1767919584.905887,CnlzEB1B93QseYdKH3,fe80::3003:f7ff:feeb:d174,5353,ff02::fb,5353,udp,dns,0.374444,510,0,S0,T,F,0,D,3,654,0,0,,17
1767919585.292624,CBm9gB2GiJdd9JMsDd,192.168.1.33,5353,224.0.0.251,5353,udp,dns,0.003014,707,0,S0,T,T,0,D,2,763,0,0,,17
1767919585.406477,CY875j4joBzYfo07Of,192.168.1.34,5353,224.0.0.251,5353,udp,dns,0.003932,1137,0,S0,T,T,0,D,3,1221,0,0,,17
1767919585.417499,CtZWQq3FyvCNhm9B4k,fe80::7bb:73d7:8a01:76e1,5353,ff02::fb,5353,udp,dns,0.005913,1173,0,S0,T,F,0,D,3,1317,0,0,,17
1767919536.034408,CgRODb2gXWvgQrFPg2,192.168.1.1,59989,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5720,0,0,,17
1767919571.484036,C29peuD2HfOS5WKn5,192.168.1.41,54128,192.168.1.39,8384,tcp,http,19.572359,798,1355,SF,T,T,0,ShADadfF,6,1118,5,1623,,6
1767919571.483833,CkfRJF3oNY3tWAKPCc,192.168.1.41,54124,192.168.1.39,8384,tcp,http,19.572804,792,454,SF,T,T,0,ShADadfF,6,1112,5,722,,6
1767919511.418172,Cd0EoU14COmKidpmGk,192.168.1.41,58906,192.168.1.39,8384,tcp,http,79.639670,1589,4108,SF,T,T,0,ShADadfF,13,2273,13,4792,,6
1767919571.484113,CJm8d21XrzUHQhJzNg,192.168.1.41,54132,192.168.1.39,8384,tcp,http,19.573877,796,929,SF,T,T,0,ShADadfF,6,1116,5,1197,,6
1767919536.954441,C6VHo3UbeNWq6CDv3,192.168.1.1,45941,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767919538.184793,CM8Vyq1xte1zexada1,192.168.1.1,52630,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5720,0,0,,17
1767919539.104600,CC9kpB2V3EVrXVpjC7,192.168.1.1,53472,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767919540.437382,CwhMgG1pAQo15iptAh,192.168.1.1,51334,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5729,0,0,,17
1767919541.357408,Ctpxvc10dNc9N8jFtc,192.168.1.1,45318,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,147,0,0,,17
1767919542.587809,CPLUu339rpIpeGHZp6,192.168.1.1,56307,192.168.1.255,5756,udp,,,,,S0,T,T,0,D,1,5726,0,0,,17
